theme,literature,number,chosen,difficulty
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",17,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",18,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",19,True,0
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",20,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",21,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",22,True,3
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",23,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",24,True,3
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",25,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",26,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",27,False,
Закони Ньютона. Сили,"Задачи по физике И.Ш. Слободецкий, Л.Г. Асламазов, библиотечка Квант",40,True,1
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.22,False,
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.23,True,0
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.25,True,1
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.27,True,3
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.28,False,
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.29,True,1
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.30,True,2
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.31,False,
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.32,False,
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.33,True,2
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.34,False,
Закони Ньютона. Сили,"Раз задача, два задача А.И. Буздин, А.Р.Зильберман, С.С.Кротов, библиотечка Квант",1.35,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.1,True,0
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.2,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.3,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.4,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.5,True,1
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.6,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.7,True,0
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.8,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.9,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.10,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.11,True,1
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",4.12,True,2
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.43,False,
Імпульс. Центр мас,"1001 задача по физике с решениями И.М.Гельфгат, Л.Э.Генденштейн, Л.А.Кирик",5.44,True,0
